user_id,meal_id
100180,1993
103357,1036
105060,1463
102263,1217
111436,1539
107074,1539
104280,1327
109848,1724
110683,1212
107519,1860
111399,1175
111007,1333
109786,1587
109321,1621
103870,1347
105155,1845
102707,1625
103434,1081
108104,1356
104010,1634
109880,1582
104272,1358
106508,1599
103675,1720
104457,1228
103509,1649
110738,1595
108398,1716
108574,1804
103346,1401
100956,1457
103975,1390
111643,1299
110098,1978
108495,1006
106263,1826
111654,1936
108232,1177
111628,1181
104677,1273
105210,1465
104037,1853
105376,1416
102833,1641
102467,1671
101573,1622
104729,1555
100686,1179
101715,1104
110705,1980
102115,1779
110505,1930
109597,1250
103456,1269
104004,1789
110998,1823
102332,1859
103359,1304
111927,1015
110488,1020
107702,1292
100733,1097
110869,1739
104938,1966
104185,1946
101088,1462
100953,1707
102197,1018
103328,1179
107623,1672
109483,1599
103241,1456
109113,1274
103227,1015
108848,1119
106772,1237
107052,1814
106487,1768
102078,1369
103326,1619
108587,1307
103189,1099
102482,1346
110648,1415
100478,1729
100958,1491
104682,1891
102569,1959
108108,1793
110468,1231
110939,1833
111031,1329
105868,1053
106039,1503
110242,1002
111547,1844
107522,1348
111514,1216
105664,1962
105141,1502
102027,1983
103945,1146
107325,1609
101959,1687
105321,1201
111794,1769
108822,1326
109835,1204
102876,1192
106570,1305
102067,1682
103672,1239
100976,1491
108544,1018
104100,1211
104181,1648
103256,1911
106772,1003
107871,1959
108470,1412
111807,1377
106109,1587
100489,1075
102868,1247
100816,1617
107616,1845
100996,1531
103556,1527
101804,1581
110236,1758
109125,1190
109298,1128
109598,1640
106742,1647
102283,1587
103039,1444
111878,1499
100809,1000
107719,1837
100413,1748
108394,1208
109618,1762
110646,1351
106535,1728
107941,1201
106650,1454
103094,1475
106238,1310
111692,1185
109532,1269
107571,1200
104220,1128
102308,1042
111867,1545
110521,1280
100138,1505
110380,1442
111841,1245
107002,1590
106110,1178
105407,1353
105189,1334
102275,1314
109779,1632
110033,1228
100651,1282
108893,1116
108296,1009
111002,1021
102339,1558
107290,1081
110978,1050
111911,1468
100698,1281
100605,1242
100131,1068
106665,1526
100101,1121
101197,1410
105389,1885
111345,1857
106757,1465
111105,1274
111282,1923
110683,1823
100498,1814
111981,1891
110873,1180
104008,1052
103509,1859
109184,1005
103709,1306
108112,1824
106198,1201
110589,1217
105526,1423
111475,1594
105192,1197
100457,1324
111904,1176
102620,1338
103270,1943
108582,1544
104187,1598
103215,1764
106086,1818
111239,1901
106051,1486
100378,1739
110081,1576
105749,1380
106085,1543
105690,1306
105249,1526
109282,1148
108552,1547
102799,1965
101201,1617
109405,1990
100666,1711
101485,1617
108384,1269
111073,1539
105124,1948
106799,1960
104643,1624
105341,1630
104121,1837
101673,1233
109681,1577
105114,1247
109166,1826
108511,1358
106904,1624
100949,1432
106535,1853
108290,1642
108444,1545
102457,1978
104922,1384
106179,1290
111419,1095
111326,1508
100762,1622
105005,1764
102070,1148
111219,1632
108627,1657
100270,1453
104153,1190
100998,1858
102523,1036
101295,1258
102024,1700
104044,1279
108513,1944
103503,1622
102426,1362
110053,1801
107053,1009
109689,1500
106987,1476
100041,1900
106448,1339
100593,1541
104248,1894
106722,1975
108417,1149
103101,1809
100627,1555
105203,1273
111976,1843
106501,1871
103680,1632
107313,1651
101041,1311
111463,1249
106671,1389
103402,1609
111658,1759
107177,1408
106005,1669
109478,1964
101205,1915
109441,1048
108957,1056
100536,1135
100356,1487
101075,1959
106583,1278
109913,1140
102399,1638
101156,1918
100810,1385
102533,1938
104737,1930
103735,1351
105923,1247
107348,1000
110707,1733
103549,1112
106769,1262
103460,1820
108396,1287
104317,1015
100909,1704
101573,1837
106927,1536
107785,1746
107437,1438
105191,1353
110290,1011
103306,1016
108592,1538
103386,1371
111594,1771
111782,1662
100076,1386
103004,1660
108827,1086
109433,1270
107080,1915
103934,1638
100152,1413
111350,1768
109145,1613
107177,1713
110006,1373
104623,1884
105235,1005
106092,1621
104369,1265
102280,1652
100479,1071
101944,1529
103169,1282
103307,1403
107543,1178
108537,1226
109057,1155
102550,1760
107052,1955
111298,1510
105757,1376
107905,1676
100434,1651
101898,1347
100033,1939
101876,1446
106461,1597
111884,1618
103901,1478
103156,1895
107190,1186
109949,1425
109678,1412
111213,1327
109098,1324
103722,1660
109112,1810
105979,1692
106890,1029
101951,1266
103165,1982
104579,1075
102027,1112
100557,1496
106725,1409
101971,1738
107435,1853
102365,1730
101205,1568
107133,1979
104756,1288
102462,1904
108426,1991
110137,1676
106753,1165
101075,1703
101085,1453
101902,1524
103005,1946
102525,1635
105092,1582
110030,1138
109538,1414
102099,1249
106269,1085
108792,1597
106386,1925
100331,1375
107149,1624
110115,1908
109493,1994
104925,1482
104723,1249
105379,1197
104375,1207
100236,1507
102356,1411
109884,1465
102410,1866
100367,1634
104148,1699
105666,1734
102460,1969
104330,1122
108700,1585
107275,1042
102665,1927
110193,1886
106637,1065
107035,1287
102939,1141
105623,1074
110597,1935
107469,1936
107433,1312
104826,1877
109151,1764
108258,1778
107226,1094
108536,1187
101779,1289
108022,1296
106225,1626
111869,1049
108022,1812
100461,1520
106722,1554
104114,1670
100852,1660
103470,1127
106463,1101
110528,1695
104540,1466
104929,1372
107802,1071
111698,1071
104113,1710
108084,1879
108544,1848
111516,1145
111762,1624
103911,1658
105861,1891
103194,1077
109077,1912
111706,1421
105038,1453
103210,1574
107651,1647
109930,1439
103640,1924
108839,1933
111328,1839
107360,1679
105547,1036
104315,1841
104136,1679
108308,1323
110630,1514
107084,1079
101931,1268
108664,1781
100937,1574
110300,1588
104620,1580
110858,1638
105190,1877
101741,1931
109618,1069
100906,1448
105402,1016
104651,1412
100423,1290
105284,1612
111906,1088
108424,1117
102574,1082
109335,1361
109504,1533
102066,1464
110343,1949
108806,1295
107886,1847
106640,1623
109581,1587
103793,1009
108946,1956
104754,1533
108170,1128
101613,1089
101110,1261
107165,1747
100777,1212
110224,1869
111571,1921
107422,1021
106038,1925
108927,1021
105175,1747
109362,1101
111048,1310
102693,1213
109265,1923
110701,1055
100638,1026
101744,1289
107871,1442
108600,1617
111071,1681
109980,1433
100715,1765
105158,1265
104613,1453
108008,1201
101334,1126
103741,1025
101902,1903
101914,1899
108519,1021
110157,1952
101091,1428
108568,1311
100724,1728
107671,1275
101503,1004
110207,1498
108262,1909
109171,1654
111142,1101
110610,1725
109414,1613
100532,1330
104317,1880
110498,1254
107051,1022
109274,1157
109248,1371
111223,1930
105667,1136
110795,1050
103606,1545
107709,1557
101819,1403
110040,1457
111629,1628
104500,1339
101413,1932
108208,1958
110294,1421
109521,1370
111853,1534
110622,1742
101808,1831
108806,1944
107233,1683
102599,1954
103998,1417
109946,1665
107723,1211
106313,1901
104024,1883
103748,1857
107428,1768
108826,1710
102650,1675
108306,1950
102998,1592
111373,1351
106621,1463
103826,1930
110113,1159
104386,1465
106397,1037
110657,1714
103153,1465
100435,1044
111750,1354
108155,1572
102377,1501
102568,1377
111741,1228
111593,1295
108197,1738
111704,1933
100171,1552
109206,1052
101245,1921
103487,1035
109779,1859
111671,1515
110083,1157
104325,1199
109684,1412
102409,1764
102631,1043
109087,1809
102657,1553
105960,1115
105034,1625
102743,1124
100528,1594
105808,1165
103892,1309
100751,1787
109036,1157
108171,1306
106080,1610
102571,1327
103592,1860
111649,1394
105002,1016
101377,1235
101998,1555
110477,1632
111612,1023
107955,1125
105040,1153
109624,1506
107732,1893
102886,1714
105690,1992
104765,1099
111770,1089
110716,1734
106329,1255
102740,1377
103299,1090
102151,1767
106595,1546
103239,1209
100225,1940
104292,1101
104404,1651
111934,1529
101693,1671
108764,1587
100720,1846
110225,1649
109428,1345
107883,1360
109429,1481
106709,1275
103571,1793
108602,1552
107702,1530
106192,1941
101991,1942
106697,1690
111709,1923
103047,1553
109579,1426
100027,1748
108623,1164
109815,1126
104545,1115
100135,1624
111782,1136
106825,1978
105508,1052
102710,1674
111839,1969
105226,1464
109123,1671
111311,1753
108811,1020
101880,1464
105906,1198
103644,1044
101359,1427
107352,1351
107854,1460
110074,1712
103956,1583
102871,1922
110496,1360
106156,1181
105156,1017
109143,1433
104764,1668
102455,1568
107488,1811
100269,1848
108676,1103
101171,1351
103346,1980
100597,1758
111583,1553
100211,1966
101678,1003
108991,1791
107841,1503
111505,1511
104733,1603
104140,1565
104027,1127
101505,1776
111656,1163
101344,1701
100942,1996
101632,1286
100846,1041
111922,1097
110169,1097
101178,1084
103432,1196
105328,1227
108243,1461
106211,1664
106099,1754
102480,1505
102505,1955
107443,1847
110376,1773
108947,1529
109454,1761
105474,1631
111669,1261
104638,1323
104381,1063
102411,1759
105348,1588
103283,1291
108344,1574
101549,1007
107630,1201
106889,1290
105802,1394
105772,1232
103981,1975
105188,1608
110067,1120
107504,1657
108532,1487
105902,1998
102879,1620
101614,1242
108901,1230
108025,1924
102147,1343
107083,1991
111091,1954
111099,1678
104668,1037
103828,1418
108241,1415
106876,1129
100548,1112
110588,1816
110096,1968
110584,1163
100361,1652
105659,1278
100119,1097
100319,1531
103857,1320
106176,1696
105705,1326
103793,1854
105493,1877
103156,1627
108177,1161
101396,1299
105083,1051
101762,1878
109293,1277
102753,1328
111483,1892
102104,1357
108855,1545
108153,1802
104907,1825
107896,1892
111398,1498
105799,1858
102282,1064
104142,1805
105007,1198
100076,1912
100523,1628
102117,1754
107886,1444
105860,1187
109645,1794
107434,1698
104480,1827
110783,1198
109724,1843
107686,1100
110015,1684
100548,1346
108352,1409
100908,1556
108711,1854
101399,1855
102479,1604
108781,1247
103182,1915
111227,1099
106186,1213
100751,1387
110030,1319
101415,1227
109673,1765
111198,1565
108732,1622
111440,1657
102113,1774
110386,1613
101328,1739
109088,1713
104861,1925
105084,1373
111622,1305
102247,1252
109660,1150
104087,1424
104471,1059
110319,1153
106809,1990
106944,1633
110169,1001
108331,1582
110222,1051
108242,1441
101004,1261
101000,1808
101921,1961
105324,1983
101630,1597
110871,1905
106060,1203
106489,1727
108056,1787
103657,1979
100343,1747
103211,1646
110898,1686
111706,1808
103485,1343
101298,1573
107101,1067
103893,1936
101839,1839
109511,1130
101575,1956
104625,1047
108374,1980
100703,1202
103159,1162
103336,1929
100706,1218
102111,1439
101276,1631
105801,1329
110512,1986
104825,1413
108189,1853
103313,1981
106718,1036
107538,1497
111417,1039
109992,1000
105922,1489
104250,1999
106925,1544
103284,1147
101042,1914
109181,1692
102947,1762
111228,1943
105610,1368
100889,1308
100752,1180
104217,1290
108870,1241
104993,1616
111659,1314
108513,1864
110758,1617
104787,1540
103451,1135
109115,1822
111450,1290
108303,1031
102268,1613
108837,1424
106653,1181
102097,1022
101802,1368
102946,1677
105150,1016
101437,1470
110465,1595
111401,1628
101410,1236
101641,1208
110794,1704
104238,1070
110304,1283
109470,1163
102857,1928
109872,1441
100733,1865
102805,1916
111796,1405
102272,1017
101438,1132
102215,1395
108106,1545
103581,1226
109778,1411
109816,1510
104851,1985
104984,1251
100642,1836
109161,1668
102079,1456
102212,1523
109376,1859
109481,1654
107157,1400
100227,1939
107831,1488
106455,1835
101359,1839
105049,1205
108510,1278
101061,1563
106540,1101
102693,1797
103755,1121
110236,1932
100300,1342
105467,1644
105937,1641
106092,1517
109659,1488
106475,1425
107662,1266
102381,1163
103620,1596
105539,1228
107621,1648
111997,1990
109117,1388
108998,1306
102112,1298
109033,1801
111171,1352
107106,1221
104652,1960
102506,1905
108202,1519
111344,1257
105750,1540
102615,1685
104962,1622
108251,1005
109382,1843
111714,1149
107584,1968
104287,1038
109574,1834
106757,1370
100623,1481
107331,1041
102726,1095
101614,1603
108367,1929
102471,1279
103434,1891
104882,1526
101511,1788
105550,1480
100334,1486
101433,1335
106318,1816
101877,1609
105574,1539
101680,1684
102503,1450
108980,1364
104014,1122
106354,1618
110902,1294
106432,1880
108011,1152
109854,1342
107620,1507
103157,1307
111886,1774
108750,1890
103855,1845
103349,1845
106656,1261
101302,1709
105032,1092
106051,1529
106555,1671
109545,1583
104230,1353
104553,1019
102546,1376
108998,1254
101935,1392
103444,1532
106627,1317
106677,1914
107949,1588
108062,1279
101453,1508
102993,1815
101054,1155
106494,1275
108087,1234
101800,1220
106523,1830
102279,1050
108803,1670
104327,1137
108351,1073
111006,1225
108179,1168
104653,1182
109867,1395
101076,1746
102622,1202
111624,1346
106460,1721
110759,1894
101001,1145
108855,1467
107682,1109
101098,1864
101285,1286
105597,1683
109635,1812
103768,1196
101032,1147
109126,1679
103669,1727
105873,1830
108750,1685
107544,1538
109202,1221
100067,1003
106747,1633
104853,1138
109725,1036
103872,1648
101162,1468
103579,1827
109798,1044
103640,1101
103159,1552
107802,1178
111237,1659
111320,1504
107926,1138
105776,1055
109250,1280
104893,1152
102218,1198
107408,1599
101220,1307
107866,1380
105631,1891
102742,1560
109352,1435
111366,1415
107539,1221
101763,1110
103525,1013
103007,1943
101123,1428
100755,1550
102088,1735
101130,1759
110416,1549
104721,1285
100132,1745
106979,1506
100340,1780
105501,1376
110065,1657
106284,1703
109821,1939
102211,1432
102541,1192
102632,1135
102643,1564
108786,1345
111854,1849
100865,1704
103513,1422
107172,1601
110720,1149
105379,1590
100220,1441
100669,1785
109355,1243
110361,1804
104967,1266
101888,1300
108671,1577
107744,1031
103152,1799
104329,1240
109027,1307
101979,1478
106331,1267
111468,1565
105016,1662
111543,1778
107297,1812
100314,1305
110389,1315
105238,1847
100172,1692
109812,1868
108042,1134
103490,1533
108384,1567
104903,1641
101166,1018
105282,1911
111657,1471
101906,1902
107568,1188
105826,1214
111483,1145
101488,1487
100584,1756
100620,1760
108458,1483
111833,1895
101562,1452
109696,1032
107236,1267
106273,1009
108953,1938
108086,1549
111409,1356
106718,1427
110265,1288
106435,1762
102468,1921
100774,1951
100194,1514
106705,1727
105410,1640
107340,1027
111929,1422
107129,1744
111628,1331
101448,1385
109359,1163
111047,1555
107461,1456
100805,1504
100337,1401
105766,1708
102051,1242
100363,1093
105255,1309
102914,1878
110573,1729
105559,1327
107148,1053
109739,1270
103122,1193
101660,1141
103595,1935
106680,1032
103134,1512
102183,1501
100104,1844
104139,1919
108779,1735
108542,1948
101486,1621
109505,1002
106876,1395
110258,1698
101441,1830
108088,1361
107747,1896
104766,1931
103641,1309
104909,1919
102643,1726
108414,1950
104401,1081
110807,1435
102662,1387
108885,1007
105177,1725
103016,1880
110962,1104
102099,1546
107219,1854
102743,1582
100217,1217
102034,1534
107659,1764
110987,1436
107866,1891
103432,1531
105776,1657
106822,1436
107124,1189
100368,1798
107251,1756
107083,1409
103477,1809
108084,1272
111667,1062
105569,1887
103097,1134
101186,1340
106155,1141
111475,1367
107827,1084
104873,1928
102421,1008
111071,1525
103150,1692
109329,1324
102991,1962
103301,1159
100459,1326
105714,1384
101996,1161
107725,1533
107635,1948
100456,1092
110325,1254
107078,1258
104164,1573
107873,1529
100580,1179
105193,1943
101354,1449
104939,1339
104758,1705
109157,1750
109814,1186
101449,1608
100219,1493
105225,1405
102872,1880
101437,1535
107060,1371
107523,1624
108560,1887
110347,1646
106177,1152
104551,1726
109390,1891
109512,1381
107751,1314
104565,1871
107360,1626
110123,1346
109090,1385
103683,1319
103489,1929
100218,1108
100779,1987
104827,1051
107742,1721
106733,1578
103977,1292
102328,1350
109363,1762
104597,1228
100187,1487
101675,1653
110281,1173
111665,1485
100887,1502
109997,1495
109413,1938
101051,1139
107777,1208
110629,1100
100358,1572
111230,1629
108919,1250
111161,1179
100033,1171
103131,1448
110535,1088
101314,1325
104649,1258
109078,1751
110777,1036
100665,1568
102622,1216
106324,1147
109948,1400
105152,1647
111061,1781
110586,1704
104681,1090
107451,1031
100106,1583
109883,1681
103517,1094
111040,1359
107851,1890
106248,1247
103290,1098
107306,1577
111650,1893
102725,1349
110126,1733
103728,1265
102861,1711
111013,1742
109275,1889
106741,1752
109441,1320
103462,1665
107932,1796
101926,1869
103008,1209
110843,1679
106415,1944
100174,1115
100457,1040
110224,1632
103964,1774
110617,1306
106965,1551
107537,1570
105326,1753
107861,1683
106868,1797
104881,1016
101420,1758
106781,1452
100309,1480
103968,1133
108904,1305
109664,1264
102648,1685
110164,1710
109297,1958
106068,1130
106503,1034
103589,1870
103467,1901
111168,1326
108969,1727
104772,1160
109832,1459
108647,1818
102206,1718
111009,1176
107548,1505
101826,1100
105663,1667
103073,1020
101618,1688
102121,1847
105088,1334
108474,1717
108967,1886
104278,1307
101039,1829
109977,1920
108457,1973
104524,1825
100932,1265
104489,1552
103164,1841
103859,1612
102330,1381
104751,1133
110393,1202
101957,1332
103078,1214
105031,1250
105108,1462
110811,1987
106958,1045
100171,1014
109406,1931
106818,1874
100133,1342
103449,1933
106273,1337
102486,1007
108390,1840
100654,1085
111780,1242
101619,1999
109509,1363
108361,1728
107957,1613
102368,1123
102385,1306
100740,1128
105464,1023
102698,1561
106862,1892
100886,1449
100218,1957
103722,1194
104548,1651
100904,1422
103816,1384
105532,1812
103610,1843
110521,1520
111565,1629
103571,1327
108817,1186
103356,1554
108765,1144
111226,1665
106014,1517
109706,1484
100349,1892
107699,1705
110260,1085
108639,1837
111012,1234
111760,1001
101207,1308
109537,1508
109803,1041
106657,1690
101240,1477
106276,1561
103880,1467
101107,1302
101576,1598
110599,1141
104801,1246
101652,1264
106777,1757
105607,1544
111400,1294
101726,1809
103735,1627
107295,1062
108482,1510
109992,1456
105393,1889
109022,1245
110575,1180
107933,1638
107771,1105
107126,1015
101646,1840
107000,1792
102266,1254
109729,1274
103357,1688
102303,1889
107647,1142
109127,1759
105968,1301
104926,1786
110840,1752
107259,1576
105087,1857
105505,1694
107683,1923
108653,1806
107977,1629
103218,1522
105130,1583
109870,1154
106611,1568
106888,1236
100701,1367
109992,1114
104354,1976
110790,1086
103314,1143
104516,1948
107566,1534
105675,1326
111728,1392
109850,1242
108812,1549
111121,1141
102705,1420
100614,1529
108290,1739
100512,1701
109767,1415
101341,1544
111306,1532
107427,1354
107116,1834
102475,1561
108704,1249
109461,1938
105810,1203
108110,1108
108621,1757
105821,1959
100068,1552
107419,1837
106572,1815
106963,1316
111800,1225
103259,1849
107054,1280
111196,1582
109814,1390
103930,1352
107613,1754
103952,1731
103760,1001
109767,1549
109997,1653
110045,1360
103756,1317
109387,1282
106242,1687
106408,1350
105933,1731
101360,1014
101895,1693
102043,1138
105035,1501
109095,1321
108500,1228
102694,1975
110467,1663
111486,1053
111971,1382
110743,1188
103926,1124
107465,1998
104166,1156
105746,1573
107710,1559
108982,1333
103593,1279
107889,1763
101321,1262
101221,1279
103393,1743
111642,1081
106273,1248
105940,1052
107117,1692
108739,1192
108347,1671
102463,1786
103807,1442
107077,1539
111379,1025
100102,1353
104794,1856
103191,1037
105804,1229
111987,1367
109224,1374
100724,1441
109483,1024
108165,1283
100237,1410
104814,1675
105879,1363
111525,1647
109964,1739
110105,1661
108884,1372
110326,1374
104960,1231
100140,1803
101654,1832
100832,1468
103187,1084
102622,1805
100307,1036
107282,1326
103496,1994
107703,1394
103513,1473
104280,1635
111000,1702
100893,1918
103063,1897
107111,1375
110935,1107
108331,1230
103839,1933
106389,1262
101099,1936
104762,1020
103404,1323
108907,1078
104315,1231
108924,1986
101664,1881
101818,1733
106605,1140
105199,1492
105607,1029
104348,1580
108792,1961
104571,1703
100823,1668
101445,1910
110233,1868
103357,1369
106136,1915
101543,1852
103349,1585
108676,1846
110026,1803
100479,1610
103334,1596
107503,1337
110531,1053
105268,1358
111891,1294
111547,1877
106942,1755
102244,1581
108726,1328
107945,1990
110663,1353
106467,1160
106989,1985
110233,1834
110214,1958
101454,1690
109549,1956
102485,1394
100000,1646
110317,1090
103862,1505
100186,1805
102307,1033
105761,1696
110614,1125
106347,1233
102392,1532
101671,1811
100279,1569
109832,1043
105426,1921
110770,1652
109004,1086
104320,1816
107962,1939
105115,1788
102186,1651
100633,1022
102724,1100
108527,1733
104015,1213
100887,1866
104125,1891
103210,1515
111364,1953
109108,1690
101886,1855
111063,1702
102067,1120
103994,1043
100715,1083
100116,1503
108564,1879
106047,1234
108727,1803
109840,1544
111357,1173
104333,1377
108606,1644
103265,1479
102064,1167
111036,1000
105248,1564
106081,1948
111101,1364
102331,1430
111439,1855
101522,1404
103500,1334
100995,1467
101116,1686
