user_id,number_of_subscription_cycles,ordered_yesterday,favorite_cuisines
103904,0,FALSE,['italian']
108264,0,FALSE,[]
107724,1,FALSE,['japanese']
109722,2,TRUE,"['italian', 'japanese']"
110674,4,FALSE,"['indian', 'latin', 'mediterranean']"
103775,2,TRUE,"['vegetarian', 'indian', 'middle-eastern', 'thai', 'mediterranean', 'korean']"
105910,6+,FALSE,"['middle-eastern', 'italian', 'japanese', 'thai', 'latin', 'american', 'chinese', 'indian', 'korean', 'vegetarian']"
103950,5,TRUE,[]
101531,1,FALSE,"['indian', 'italian', 'japanese', 'mediterranean', 'middle-eastern', 'latin', 'chinese', 'thai']"
101676,5,TRUE,"['latin', 'chinese', 'vegetarian', 'korean', 'mediterranean', 'thai', 'indian', 'american']"
103069,4,TRUE,"['middle-eastern', 'chinese', 'american', 'latin', 'mediterranean', 'thai', 'italian']"
101053,2,FALSE,['korean']
106447,5,FALSE,"['vegetarian', 'thai', 'middle-eastern', 'indian', 'korean', 'mediterranean', 'latin', 'american', 'chinese', 'japanese']"
108409,2,FALSE,[]
106736,6+,TRUE,"['latin', 'vegetarian', 'thai', 'japanese', 'italian', 'american']"
108191,2,TRUE,"['indian', 'latin', 'japanese', 'thai', 'italian']"
102706,4,FALSE,"['indian', 'italian', 'american', 'thai', 'latin', 'korean', 'japanese', 'vegetarian', 'middle-eastern']"
102384,4,TRUE,"['italian', 'korean', 'thai', 'middle-eastern', 'mediterranean', 'latin', 'american', 'indian']"
106787,5,FALSE,"['japanese', 'chinese', 'american', 'latin', 'korean', 'mediterranean', 'vegetarian']"
110574,1,FALSE,[]
105049,0,FALSE,"['japanese', 'indian', 'american', 'vegetarian', 'italian', 'mediterranean', 'middle-eastern', 'latin', 'chinese', 'korean']"
100050,6+,FALSE,"['indian', 'mediterranean', 'japanese', 'italian']"
100239,1,TRUE,"['korean', 'latin', 'indian', 'chinese']"
103649,6+,TRUE,"['japanese', 'korean', 'thai', 'mediterranean', 'chinese', 'middle-eastern', 'latin', 'italian', 'indian']"
107355,,TRUE,"['thai', 'american', 'indian', 'vegetarian', 'latin', 'italian']"
101010,2,TRUE,"['american', 'korean', 'thai', 'japanese', 'vegetarian', 'latin', 'chinese', 'italian']"
102683,1,TRUE,"['american', 'korean', 'middle-eastern', 'mediterranean', 'vegetarian', 'thai', 'indian', 'japanese']"
108134,1,TRUE,[]
111769,1,TRUE,"['italian', 'korean', 'chinese', 'indian', 'vegetarian']"
104075,6+,TRUE,"['vegetarian', 'japanese', 'middle-eastern', 'italian', 'chinese', 'mediterranean', 'american', 'thai', 'korean', 'latin']"
107181,5,TRUE,"['korean', 'italian', 'chinese', 'japanese', 'mediterranean', 'vegetarian', 'thai', 'american', 'indian']"
106193,0,TRUE,"['italian', 'middle-eastern', 'japanese', 'vegetarian', 'mediterranean', 'latin', 'korean']"
100276,0,FALSE,"['mediterranean', 'korean', 'indian', 'japanese', 'latin', 'middle-eastern', 'vegetarian', 'italian', 'chinese', 'american']"
103939,1,FALSE,"['mediterranean', 'indian', 'italian', 'korean', 'vegetarian', 'japanese', 'chinese']"
101665,6+,TRUE,"['latin', 'indian', 'chinese', 'italian', 'korean', 'japanese', 'thai', 'vegetarian']"
102995,2,TRUE,"['thai', 'japanese', 'italian', 'korean', 'mediterranean', 'indian', 'middle-eastern', 'chinese', 'vegetarian', 'latin']"
109194,1,TRUE,"['korean', 'chinese', 'japanese']"
108133,2,FALSE,"['italian', 'thai', 'vegetarian', 'japanese']"
100489,6+,TRUE,"['japanese', 'american', 'latin', 'vegetarian', 'chinese', 'mediterranean', 'indian', 'middle-eastern']"
100923,6+,TRUE,['middle-eastern']
108653,4,FALSE,"['mediterranean', 'korean', 'italian', 'indian']"
101231,0,TRUE,"['japanese', 'american', 'latin', 'italian', 'vegetarian', 'mediterranean', 'korean', 'middle-eastern', 'thai', 'chinese']"
103783,2,TRUE,"['middle-eastern', 'japanese', 'indian']"
103214,4,FALSE,"['middle-eastern', 'chinese', 'korean', 'italian', 'american', 'vegetarian', 'indian']"
100593,1,TRUE,['american']
100371,1,TRUE,"['american', 'chinese', 'korean', 'italian', 'middle-eastern', 'japanese', 'latin', 'mediterranean']"
101658,2,FALSE,"['american', 'italian']"
104763,,TRUE,['chinese']
111138,6+,TRUE,['italian']
107614,4,TRUE,"['vegetarian', 'middle-eastern', 'mediterranean', 'chinese', 'korean']"
102887,6+,FALSE,"['thai', 'japanese', 'chinese', 'latin', 'american', 'vegetarian', 'italian', 'korean', 'indian']"
108105,2,FALSE,"['latin', 'mediterranean', 'chinese', 'vegetarian']"
103263,0,TRUE,"['latin', 'middle-eastern']"
106143,4,FALSE,"['chinese', 'middle-eastern', 'latin', 'korean']"
103837,4,TRUE,"['middle-eastern', 'chinese', 'italian', 'korean', 'japanese', 'thai', 'indian', 'mediterranean', 'latin', 'vegetarian']"
111310,0,TRUE,"['latin', 'thai', 'japanese']"
104200,6+,TRUE,['japanese']
109578,0,TRUE,"['american', 'korean', 'thai', 'indian', 'japanese', 'mediterranean']"
107642,2,TRUE,['american']
110050,4,TRUE,"['latin', 'middle-eastern', 'japanese', 'american']"
107223,1,TRUE,"['vegetarian', 'italian', 'indian', 'thai', 'korean', 'chinese', 'japanese', 'middle-eastern', 'latin']"
110371,6+,TRUE,"['mediterranean', 'vegetarian', 'indian', 'chinese', 'american']"
104827,5,TRUE,['chinese']
108089,2,FALSE,"['chinese', 'american', 'vegetarian', 'mediterranean', 'indian', 'thai', 'italian', 'japanese', 'latin', 'korean']"
107393,6+,FALSE,"['latin', 'chinese', 'mediterranean', 'italian', 'thai', 'american', 'vegetarian', 'korean', 'indian']"
106286,5,TRUE,"['thai', 'american', 'korean']"
106723,6+,FALSE,"['indian', 'korean', 'thai', 'japanese', 'chinese', 'latin', 'vegetarian', 'american', 'middle-eastern', 'mediterranean']"
106380,5,FALSE,"['thai', 'korean', 'indian', 'chinese', 'middle-eastern', 'vegetarian']"
104689,5,TRUE,"['indian', 'mediterranean', 'korean', 'american', 'chinese', 'latin', 'thai', 'vegetarian', 'middle-eastern']"
110697,0,TRUE,"['vegetarian', 'indian', 'latin', 'middle-eastern', 'japanese', 'american', 'thai']"
107533,1,TRUE,"['korean', 'italian', 'mediterranean', 'latin', 'thai', 'indian']"
106537,2,FALSE,"['indian', 'chinese', 'mediterranean', 'american', 'vegetarian']"
100642,,TRUE,"['latin', 'indian', 'thai', 'korean', 'chinese', 'vegetarian', 'italian', 'mediterranean', 'american']"
106053,2,FALSE,[]
102084,2,TRUE,"['american', 'thai']"
102559,2,TRUE,['thai']
105172,,FALSE,"['italian', 'american', 'mediterranean', 'korean', 'vegetarian', 'japanese']"
106496,1,FALSE,"['indian', 'american', 'middle-eastern', 'italian', 'japanese', 'korean', 'latin', 'chinese']"
102979,,FALSE,"['vegetarian', 'american']"
103223,1,TRUE,"['italian', 'japanese', 'korean', 'latin']"
106307,2,TRUE,"['italian', 'korean', 'latin', 'japanese']"
105629,2,FALSE,"['korean', 'vegetarian', 'thai', 'latin']"
104797,5,TRUE,['mediterranean']
101234,2,TRUE,"['italian', 'chinese', 'vegetarian']"
104441,4,TRUE,"['american', 'latin', 'thai', 'middle-eastern', 'japanese']"
107782,6+,FALSE,"['italian', 'latin', 'vegetarian', 'chinese', 'thai']"
106471,5,TRUE,['korean']
106477,2,FALSE,[]
110032,2,TRUE,"['american', 'korean', 'thai']"
108596,5,TRUE,[]
108137,5,TRUE,"['italian', 'vegetarian', 'middle-eastern', 'chinese', 'japanese', 'american', 'thai', 'latin', 'mediterranean']"
100361,5,TRUE,"['thai', 'latin', 'indian', 'middle-eastern', 'japanese', 'vegetarian', 'chinese', 'american', 'italian']"
103662,1,TRUE,"['mediterranean', 'italian', 'japanese', 'indian', 'middle-eastern', 'korean']"
108109,0,TRUE,"['american', 'chinese', 'mediterranean', 'indian']"
101851,6+,FALSE,['thai']
110853,4,TRUE,"['japanese', 'indian']"
101686,,TRUE,"['japanese', 'indian', 'american', 'latin', 'thai', 'vegetarian', 'chinese', 'italian', 'korean', 'middle-eastern']"
110443,5,TRUE,"['chinese', 'japanese', 'american', 'vegetarian', 'korean', 'middle-eastern', 'mediterranean', 'indian', 'italian']"
102569,2,FALSE,"['korean', 'latin', 'indian', 'vegetarian', 'italian', 'american', 'middle-eastern', 'mediterranean']"
109996,1,TRUE,"['korean', 'italian', 'middle-eastern', 'indian', 'american', 'mediterranean', 'chinese']"
110074,4,TRUE,[]
103983,3,TRUE,"['mediterranean', 'middle-eastern', 'latin', 'korean']"
110552,6+,TRUE,"['japanese', 'american', 'korean', 'middle-eastern', 'italian', 'chinese']"
101897,2,TRUE,"['vegetarian', 'thai', 'korean', 'italian', 'mediterranean', 'latin', 'indian', 'american', 'middle-eastern']"
110081,5,FALSE,"['italian', 'american', 'indian', 'latin', 'chinese', 'thai', 'mediterranean', 'middle-eastern']"
104531,2,TRUE,[]
105219,1,FALSE,"['middle-eastern', 'indian', 'japanese']"
101398,0,TRUE,"['thai', 'italian', 'vegetarian', 'indian']"
107133,2,FALSE,"['korean', 'middle-eastern', 'american', 'italian', 'mediterranean', 'indian', 'latin', 'thai', 'chinese', 'vegetarian']"
111987,5,FALSE,"['korean', 'italian', 'mediterranean']"
107913,1,TRUE,"['indian', 'italian', 'thai', 'american', 'japanese']"
109485,5,TRUE,['korean']
107162,,TRUE,[]
100097,2,TRUE,"['american', 'chinese', 'indian']"
111297,1,FALSE,"['chinese', 'vegetarian', 'korean', 'japanese', 'latin', 'thai', 'indian', 'american', 'italian']"
110909,6+,FALSE,"['vegetarian', 'mediterranean', 'korean', 'japanese']"
107625,2,FALSE,"['middle-eastern', 'italian', 'american', 'mediterranean', 'vegetarian']"
104500,5,FALSE,"['mediterranean', 'american', 'thai', 'japanese', 'middle-eastern', 'vegetarian', 'korean', 'chinese', 'italian', 'latin']"
106663,5,TRUE,"['vegetarian', 'indian', 'chinese', 'japanese', 'italian']"
110468,4,TRUE,"['korean', 'mediterranean', 'american']"
105448,5,FALSE,"['middle-eastern', 'italian', 'japanese', 'latin', 'vegetarian', 'american']"
109238,1,TRUE,[]
107095,2,FALSE,"['mediterranean', 'middle-eastern', 'indian', 'latin', 'japanese', 'american', 'chinese']"
105005,1,FALSE,[]
111065,6+,TRUE,"['vegetarian', 'indian', 'korean', 'american', 'chinese', 'mediterranean', 'thai']"
104840,0,FALSE,"['thai', 'latin', 'japanese', 'chinese', 'indian', 'american']"
111995,,TRUE,['korean']
100631,1,FALSE,"['vegetarian', 'indian']"
105578,1,TRUE,"['latin', 'vegetarian', 'korean', 'italian', 'american', 'indian', 'thai', 'mediterranean']"
100443,0,TRUE,"['indian', 'mediterranean', 'middle-eastern', 'chinese', 'thai', 'latin', 'vegetarian', 'italian', 'japanese']"
108341,5,TRUE,"['american', 'latin', 'japanese', 'korean', 'middle-eastern']"
100006,3,FALSE,"['thai', 'chinese', 'korean', 'italian', 'mediterranean']"
100498,2,TRUE,"['vegetarian', 'thai', 'mediterranean', 'italian']"
101316,2,TRUE,[]
101652,5,TRUE,[]
106016,1,FALSE,"['korean', 'american', 'italian', 'japanese', 'thai', 'indian', 'vegetarian', 'chinese']"
104218,1,FALSE,"['korean', 'middle-eastern', 'latin', 'japanese', 'italian', 'thai', 'vegetarian', 'american', 'chinese']"
103207,5,TRUE,"['american', 'middle-eastern', 'indian', 'latin', 'japanese']"
111645,0,FALSE,"['italian', 'middle-eastern', 'latin', 'chinese', 'mediterranean', 'american', 'indian', 'japanese', 'vegetarian', 'korean']"
110760,1,TRUE,[]
107751,2,FALSE,"['middle-eastern', 'japanese']"
109493,0,FALSE,"['middle-eastern', 'italian', 'korean', 'latin', 'japanese', 'chinese', 'thai']"
109701,1,TRUE,"['thai', 'mediterranean', 'middle-eastern', 'korean', 'vegetarian', 'italian', 'indian', 'japanese', 'chinese']"
102901,2,TRUE,"['middle-eastern', 'vegetarian', 'chinese', 'thai', 'italian', 'indian', 'latin', 'korean']"
109564,5,FALSE,"['korean', 'middle-eastern', 'mediterranean', 'japanese', 'thai', 'american', 'italian']"
102837,1,TRUE,"['italian', 'american', 'thai', 'vegetarian', 'latin', 'mediterranean', 'japanese', 'indian', 'chinese', 'middle-eastern']"
106653,5,TRUE,"['thai', 'latin', 'mediterranean', 'italian', 'vegetarian', 'chinese', 'middle-eastern', 'korean', 'indian', 'japanese']"
104231,6+,TRUE,"['thai', 'italian']"
101876,2,TRUE,"['korean', 'vegetarian', 'thai', 'indian', 'middle-eastern', 'italian', 'japanese', 'chinese']"
109188,2,TRUE,"['italian', 'korean', 'chinese']"
110837,4,TRUE,"['american', 'indian', 'japanese', 'korean', 'chinese', 'thai', 'mediterranean', 'latin', 'italian', 'middle-eastern']"
103709,0,TRUE,"['mediterranean', 'american', 'chinese', 'vegetarian']"
110403,2,FALSE,"['latin', 'mediterranean', 'chinese', 'indian', 'thai', 'american', 'middle-eastern', 'italian', 'japanese', 'vegetarian']"
104094,0,FALSE,"['chinese', 'vegetarian', 'italian', 'middle-eastern', 'thai', 'american', 'mediterranean', 'latin']"
107774,5,TRUE,['middle-eastern']
111772,4,FALSE,[]
109126,6+,TRUE,"['indian', 'thai', 'japanese', 'korean', 'mediterranean', 'italian', 'middle-eastern', 'vegetarian']"
100657,1,TRUE,[]
105139,5,TRUE,[]
104447,0,TRUE,"['japanese', 'american', 'mediterranean', 'korean', 'vegetarian']"
103473,6+,TRUE,[]
109643,0,TRUE,"['japanese', 'korean', 'latin', 'indian', 'chinese', 'thai', 'middle-eastern']"
105210,2,TRUE,"['indian', 'korean', 'chinese', 'vegetarian', 'latin', 'middle-eastern', 'thai', 'italian']"
108260,1,TRUE,"['american', 'indian', 'middle-eastern', 'japanese', 'korean', 'vegetarian']"
107500,0,TRUE,"['vegetarian', 'middle-eastern', 'japanese', 'latin', 'american', 'italian', 'chinese', 'mediterranean', 'thai', 'korean']"
106130,2,FALSE,[]
100661,6+,TRUE,"['indian', 'italian', 'korean', 'american', 'latin', 'vegetarian', 'chinese', 'mediterranean', 'middle-eastern']"
107948,6+,TRUE,['japanese']
110526,4,TRUE,"['american', 'mediterranean']"
102033,5,TRUE,"['japanese', 'korean', 'mediterranean', 'chinese', 'thai', 'indian', 'middle-eastern']"
107588,5,TRUE,['vegetarian']
105754,4,FALSE,"['korean', 'italian', 'chinese', 'middle-eastern', 'indian', 'latin']"
104025,1,TRUE,[]
108385,2,FALSE,"['chinese', 'indian', 'japanese', 'italian', 'latin', 'vegetarian', 'american', 'middle-eastern', 'thai', 'mediterranean']"
111510,2,TRUE,[]
100255,4,TRUE,"['latin', 'italian']"
110589,0,TRUE,"['middle-eastern', 'american', 'korean', 'latin', 'vegetarian']"
104522,,FALSE,"['american', 'italian', 'latin', 'japanese']"
109838,4,FALSE,"['vegetarian', 'japanese', 'chinese', 'thai', 'indian', 'mediterranean', 'korean']"
102061,5,TRUE,[]
108453,2,TRUE,"['vegetarian', 'thai', 'indian', 'latin', 'korean', 'american', 'chinese', 'japanese', 'middle-eastern']"
101176,2,FALSE,[]
103958,4,TRUE,"['chinese', 'indian', 'american', 'italian', 'middle-eastern', 'vegetarian', 'korean', 'thai', 'mediterranean', 'latin']"
111439,2,TRUE,"['thai', 'indian', 'japanese', 'middle-eastern', 'korean', 'american']"
107743,2,TRUE,"['japanese', 'mediterranean', 'korean', 'thai', 'chinese', 'indian']"
109251,2,FALSE,"['vegetarian', 'middle-eastern']"
105439,2,FALSE,"['chinese', 'italian', 'thai']"
105555,5,TRUE,['chinese']
105807,5,TRUE,"['italian', 'latin', 'american', 'korean', 'vegetarian', 'japanese']"
109113,4,FALSE,"['korean', 'chinese', 'vegetarian', 'middle-eastern']"
108524,1,TRUE,"['korean', 'american', 'vegetarian', 'italian', 'mediterranean', 'chinese', 'middle-eastern']"
102283,,TRUE,"['indian', 'korean', 'latin', 'chinese']"
105192,1,TRUE,"['italian', 'indian', 'mediterranean']"
106387,2,TRUE,"['indian', 'japanese', 'middle-eastern', 'american', 'mediterranean']"
106733,6+,TRUE,"['indian', 'vegetarian', 'mediterranean', 'chinese', 'american', 'italian', 'middle-eastern', 'korean', 'thai', 'latin']"
110919,,TRUE,"['latin', 'vegetarian', 'korean', 'chinese', 'middle-eastern', 'mediterranean', 'thai']"
109893,2,FALSE,"['latin', 'japanese', 'thai', 'italian', 'mediterranean', 'american', 'indian', 'chinese']"
101765,5,TRUE,"['vegetarian', 'japanese', 'middle-eastern', 'mediterranean', 'latin', 'indian', 'korean']"
104430,6+,TRUE,"['latin', 'japanese', 'vegetarian', 'italian']"
101283,0,FALSE,"['american', 'korean', 'middle-eastern', 'mediterranean', 'latin', 'vegetarian']"
100308,2,TRUE,[]
100878,1,TRUE,"['american', 'vegetarian']"
102154,1,FALSE,"['latin', 'mediterranean', 'thai']"
109019,2,FALSE,"['american', 'japanese']"
107855,4,TRUE,"['latin', 'thai', 'chinese', 'american', 'indian', 'italian', 'vegetarian', 'mediterranean']"
109392,1,TRUE,"['indian', 'korean', 'vegetarian']"
103395,0,TRUE,"['middle-eastern', 'thai']"
101830,4,TRUE,[]
111440,2,FALSE,"['korean', 'latin', 'italian', 'chinese']"
109720,2,FALSE,"['thai', 'italian', 'american', 'latin', 'middle-eastern', 'japanese', 'mediterranean', 'indian', 'korean', 'vegetarian']"
111140,4,TRUE,"['mediterranean', 'middle-eastern', 'korean', 'japanese']"
100221,5,TRUE,"['latin', 'chinese', 'american', 'thai', 'japanese', 'middle-eastern', 'italian', 'korean', 'mediterranean']"
104665,2,FALSE,"['thai', 'japanese', 'middle-eastern', 'latin', 'indian', 'chinese']"
107456,1,TRUE,"['indian', 'italian', 'mediterranean']"
108658,5,TRUE,"['japanese', 'italian', 'mediterranean', 'middle-eastern', 'latin', 'vegetarian', 'american', 'thai', 'korean', 'indian']"
110734,6+,TRUE,['latin']
106324,0,TRUE,['japanese']
104595,5,TRUE,['thai']
100062,5,FALSE,"['japanese', 'korean', 'vegetarian', 'mediterranean', 'latin']"
109451,2,TRUE,"['japanese', 'latin']"
111547,1,TRUE,[]
110665,5,TRUE,"['indian', 'middle-eastern', 'korean']"
107784,,TRUE,"['korean', 'thai']"
111804,5,TRUE,"['chinese', 'middle-eastern', 'italian', 'thai', 'korean', 'vegetarian', 'american', 'indian', 'latin']"
102810,6+,TRUE,"['vegetarian', 'middle-eastern']"
109108,0,TRUE,['italian']
110992,6+,FALSE,['american']
111283,6+,FALSE,"['korean', 'middle-eastern', 'mediterranean', 'indian', 'latin']"
102063,2,FALSE,"['japanese', 'american']"
106876,0,TRUE,"['thai', 'latin', 'japanese']"
106027,1,TRUE,['mediterranean']
105020,1,TRUE,"['latin', 'mediterranean', 'middle-eastern', 'chinese', 'italian', 'american', 'indian', 'vegetarian', 'thai', 'korean']"
109330,5,TRUE,"['vegetarian', 'italian', 'korean', 'middle-eastern', 'japanese', 'thai', 'american', 'mediterranean']"
110989,5,TRUE,[]
108509,2,TRUE,"['vegetarian', 'american', 'middle-eastern', 'italian']"
108222,5,TRUE,"['indian', 'chinese', 'middle-eastern', 'vegetarian', 'thai', 'italian', 'korean']"
108108,5,TRUE,"['indian', 'italian', 'chinese', 'vegetarian', 'american']"
107672,4,TRUE,"['chinese', 'japanese', 'vegetarian', 'american', 'italian', 'mediterranean', 'indian', 'middle-eastern']"
106300,5,TRUE,"['thai', 'vegetarian', 'chinese', 'mediterranean', 'american', 'italian', 'korean']"
102910,6+,TRUE,"['thai', 'chinese', 'indian', 'latin', 'american', 'mediterranean', 'vegetarian', 'middle-eastern']"
109148,2,TRUE,"['american', 'mediterranean', 'korean', 'latin', 'middle-eastern', 'japanese', 'italian', 'chinese', 'vegetarian', 'indian']"
101397,6+,TRUE,"['chinese', 'japanese', 'thai', 'latin', 'american', 'indian']"
107556,4,FALSE,"['thai', 'vegetarian', 'middle-eastern', 'indian', 'korean', 'chinese', 'italian']"
104540,2,TRUE,"['thai', 'vegetarian']"
106570,0,FALSE,"['korean', 'thai', 'mediterranean', 'latin', 'indian', 'italian']"
107525,1,TRUE,"['italian', 'latin', 'korean', 'american', 'indian', 'thai', 'mediterranean', 'middle-eastern', 'vegetarian', 'chinese']"
105618,0,TRUE,['middle-eastern']
111473,2,TRUE,"['latin', 'japanese', 'middle-eastern', 'chinese', 'italian', 'thai', 'vegetarian', 'indian', 'korean']"
102805,2,TRUE,[]
100142,2,TRUE,"['korean', 'indian', 'chinese']"
111202,1,TRUE,"['japanese', 'thai', 'mediterranean', 'chinese']"
103658,4,TRUE,"['chinese', 'middle-eastern', 'korean']"
103260,5,TRUE,"['korean', 'vegetarian', 'italian', 'latin', 'american', 'indian', 'middle-eastern', 'chinese', 'japanese', 'mediterranean']"
104872,2,FALSE,"['vegetarian', 'japanese', 'american', 'italian', 'indian', 'korean', 'middle-eastern']"
106974,2,TRUE,"['latin', 'japanese', 'indian', 'chinese', 'american', 'korean', 'thai', 'mediterranean', 'italian']"
111559,1,TRUE,"['american', 'middle-eastern', 'chinese', 'mediterranean', 'korean', 'indian']"
108292,2,TRUE,[]
103730,4,TRUE,"['american', 'chinese', 'indian', 'thai', 'japanese', 'vegetarian', 'latin', 'mediterranean', 'middle-eastern', 'korean']"
106266,5,TRUE,[]
105257,6+,TRUE,"['vegetarian', 'thai']"
105877,0,TRUE,"['japanese', 'thai', 'american']"
104892,0,TRUE,"['thai', 'mediterranean', 'american', 'italian', 'chinese', 'vegetarian', 'middle-eastern', 'japanese', 'korean', 'indian']"
101963,6+,TRUE,"['latin', 'middle-eastern', 'thai', 'american', 'vegetarian', 'italian', 'indian', 'chinese', 'japanese', 'korean']"
104632,1,TRUE,['vegetarian']
104557,2,TRUE,"['latin', 'korean', 'japanese', 'american']"
102350,4,TRUE,"['chinese', 'mediterranean', 'japanese', 'indian', 'thai', 'korean', 'middle-eastern', 'vegetarian', 'latin']"
109566,2,TRUE,"['vegetarian', 'mediterranean', 'japanese', 'italian', 'thai', 'chinese', 'middle-eastern']"
104215,1,FALSE,"['korean', 'american']"
101773,2,FALSE,"['mediterranean', 'indian', 'thai']"
106636,2,TRUE,"['vegetarian', 'latin', 'thai', 'korean', 'japanese']"
109890,6+,TRUE,[]
109137,1,TRUE,"['mediterranean', 'thai', 'indian']"
107280,4,TRUE,"['italian', 'american']"
108556,5,TRUE,"['middle-eastern', 'japanese', 'thai', 'latin', 'american', 'mediterranean', 'indian']"
103933,6+,FALSE,"['thai', 'indian', 'vegetarian', 'american', 'chinese', 'korean', 'middle-eastern']"
101670,5,TRUE,[]
102983,5,TRUE,"['chinese', 'mediterranean', 'vegetarian', 'latin', 'middle-eastern', 'korean', 'japanese', 'indian', 'italian']"
104087,0,TRUE,"['american', 'chinese', 'japanese', 'korean', 'mediterranean', 'latin', 'thai', 'indian', 'vegetarian', 'middle-eastern']"
103265,3,TRUE,"['thai', 'middle-eastern', 'american']"
105471,4,TRUE,"['korean', 'american', 'latin', 'italian', 'chinese', 'japanese', 'thai', 'indian', 'mediterranean', 'vegetarian']"
101743,6+,TRUE,"['american', 'indian', 'latin', 'japanese', 'korean', 'middle-eastern', 'vegetarian', 'thai', 'italian']"
101523,,TRUE,"['middle-eastern', 'vegetarian']"
102955,2,FALSE,"['italian', 'korean', 'vegetarian', 'chinese', 'american', 'mediterranean']"
102297,1,TRUE,"['thai', 'vegetarian', 'korean', 'indian', 'middle-eastern', 'japanese', 'italian']"
109374,2,FALSE,"['vegetarian', 'korean', 'latin', 'american', 'japanese', 'italian']"
106285,2,TRUE,[]
102319,6+,TRUE,['mediterranean']
105017,1,FALSE,"['latin', 'italian', 'chinese', 'american', 'vegetarian', 'mediterranean', 'japanese', 'korean', 'indian', 'thai']"
110191,4,TRUE,"['mediterranean', 'japanese', 'latin', 'thai', 'vegetarian', 'american', 'chinese', 'middle-eastern']"
106751,2,TRUE,"['japanese', 'korean', 'thai', 'mediterranean', 'vegetarian', 'latin']"
106473,5,FALSE,"['indian', 'mediterranean', 'chinese', 'latin', 'japanese', 'thai', 'italian', 'middle-eastern', 'vegetarian']"
104572,5,FALSE,"['mediterranean', 'american', 'thai', 'middle-eastern', 'vegetarian', 'italian', 'latin', 'chinese', 'indian', 'japanese']"
102288,4,FALSE,"['latin', 'japanese', 'indian', 'middle-eastern', 'chinese', 'korean']"
107307,1,TRUE,"['italian', 'thai']"
100901,2,FALSE,['japanese']
109184,5,TRUE,"['japanese', 'latin', 'thai', 'italian', 'indian', 'chinese', 'middle-eastern', 'american', 'vegetarian', 'mediterranean']"
100671,2,TRUE,"['chinese', 'vegetarian', 'indian', 'mediterranean', 'japanese', 'italian', 'middle-eastern', 'korean']"
108717,0,FALSE,"['thai', 'korean', 'chinese', 'middle-eastern', 'vegetarian', 'american', 'latin']"
104468,0,TRUE,"['mediterranean', 'vegetarian', 'thai', 'middle-eastern', 'chinese', 'italian', 'latin']"
107969,6+,FALSE,"['japanese', 'indian']"
106901,4,TRUE,"['korean', 'italian', 'indian', 'japanese']"
101508,2,TRUE,"['latin', 'mediterranean', 'vegetarian', 'middle-eastern', 'chinese', 'thai']"
106287,0,FALSE,"['italian', 'japanese', 'middle-eastern', 'mediterranean']"
100865,0,TRUE,"['latin', 'mediterranean', 'vegetarian', 'korean', 'indian', 'italian', 'american', 'chinese', 'japanese']"
102815,2,TRUE,"['american', 'middle-eastern', 'chinese', 'italian']"
104454,6+,FALSE,"['indian', 'japanese']"
103334,1,FALSE,"['korean', 'vegetarian', 'mediterranean']"
107722,2,TRUE,[]
